START YEAR_0,START QUARTER_1,COMPLETION QUARTER_3,V-1_4,V-2_5,V-3_6,V-4_7,V-5_8,V-6_9,V-7_10,V-8_11,V-11_12,V-12_13,V-14_15,V-16_17,V-18_19,V-19_20,V-20_21,V-23_24,V-24_25,V-27_28,V-28_29,V-11.1_31,V-14.1_34,V-16.1_36,V-18.1_38,V-19.1_39,V-20.1_40,V-23.1_43,V-28.1_48,V-11.2_50,V-14.2_53,V-16.2_55,V-18.2_57,V-19.2_58,V-20.2_59,V-23.2_62,V-28.2_67,V-11.3_69,V-14.3_72,V-16.3_74,V-18.3_76,V-19.3_77,V-20.3_78,V-28.3_86,V-11.4_88,V-14.4_91,V-16.4_93,V-18.4_95,V-19.4_96,V-20.4_97
82,3,1,2,3160.0,700.0,537.2,170,694.97,6,1100,2247.0,76.9,2.04,4107.4,167.4,7244.3,15,8271.46,8325.0,8993.0,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,8148.33,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14
85,4,1,15,950.0,250.0,171.0,180,358.72,5,580,4079.0,143.4,3.44,8758.2,324.3,54857.63,14,9216.19,9244.0,10078.4,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15
80,1,3,4,1052.0,250.0,168.32,160,948.12,6,770,7196.0,51.3,5.97,2562.3,217.0,10445.6,15,1755.0,8002.0,2978.26,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,1755.0,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15
83,2,3,20,3080.0,680.0,215.6,70,238.51,5,850,3157.0,92.8,3.05,3896.7,52.2,4396.08,15,8555.54,8585.0,12063.5,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15
87,1,2,16,940.0,250.0,244.4,260,400.72,5,1400,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
81,2,1,6,1330.0,300.0,172.9,130,649.02,7,1100,6713.0,59.1,5.65,3878.4,93.0,3937.2,14,7924.48,7994.0,4294.06,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15
77,4,4,19,830.0,260.0,24.9,30,216.22,4,190,1580.0,40.3,1.15,1149.5,214.35,4866.83,15,1755.0,6714.0,1535.16,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,1755.0,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15,1755.0,9766.5,2693.0,1.55,1529.0,175.7,3994.7,15,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15
82,2,3,4,1660.0,430.0,282.2,170,728.63,5,1200,2217.0,72.9,1.81,4521.3,83.7,3622.15,15,8148.33,8186.0,6703.06,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14
84,4,2,18,1910.0,420.0,305.6,160,388.7,6,810,2918.0,120.2,2.29,5136.1,224.55,32585.1,15,9063.61,9078.0,10304.2,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15
78,2,2,7,2240.0,430.0,134.4,60,434.0,8,390,2272.0,43.4,1.72,1179.5,64.55,2363.18,15,1755.0,8315.0,1718.9,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15
83,1,3,18,1230.0,270.0,123.0,100,341.94,6,630,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
87,1,3,18,1510.0,330.0,392.6,260,400.72,6,960,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
86,2,1,20,580.0,150.0,104.4,180,348.7,7,1400,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
80,4,2,7,1990.0,440.0,258.7,130,721.55,6,840,4986.0,55.5,3.94,3663.5,179.63,9342.45,15,1755.0,8018.0,3538.71,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,1755.0,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15
86,1,4,14,670.0,180.0,174.2,260,469.4,7,1100,5606.0,149.1,4.09,6622.5,432.4,73143.5,14,9231.76,9286.0,9821.0,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15
86,2,1,8,530.0,140.0,148.4,280,542.42,7,1800,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
83,3,2,18,480.0,130.0,62.4,130,403.97,7,420,3561.0,98.2,2.76,3819.0,104.4,8792.15,15,8699.73,8735.0,13596.37,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,8555.54,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15
83,3,2,7,2190.0,420.0,459.9,210,652.57,7,1000,3561.0,98.2,2.76,3819.0,104.4,8792.15,15,8699.73,8735.0,13596.37,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,8555.54,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15
81,1,2,2,370.0,120.0,40.7,110,585.22,5,1200,6713.0,56.2,6.11,3485.8,239.5,12456.6,15,1755.0,8003.0,3758.77,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,1755.0,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15
81,2,4,15,350.0,110.0,35.0,100,499.25,6,550,6713.0,59.1,5.65,3878.4,93.0,3937.2,14,7924.48,7994.0,4294.06,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15
78,2,4,13,740.0,190.0,37.0,50,361.67,6,340,2272.0,43.4,1.72,1179.5,64.55,2363.18,15,1755.0,8315.0,1718.9,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15
82,1,3,8,640.0,250.0,96.0,150,654.06,2,1100,3255.0,69.4,2.84,5146.3,372.0,15748.8,14,8002.21,8058.0,5062.76,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,7930.66,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15
80,1,3,6,1020.0,270.0,142.8,140,829.6,6,840,7196.0,51.3,5.97,2562.3,217.0,10445.6,15,1755.0,8002.0,2978.26,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,1755.0,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15
77,1,3,14,1070.0,280.0,74.9,70,539.11,6,260,2693.0,36.2,1.55,1529.0,175.7,3994.7,15,1755.0,4930.0,1653.06,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15,1755.0,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15,1755.0,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15
87,1,2,6,3050.0,670.0,1006.5,330,508.61,5,4300,6790.0,203.8,6.46,10855.3,393.3,69444.8,11,9248.4,9380.0,10082.0,49572.0,6370.0,5.33,12930.0,294.98,52083.6,11,9329.64,37179.0,5909.0,6.88,8146.1,196.65,34722.4,11,9297.06,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14
75,2,2,20,1060.0,330.0,21.2,20,205.31,4,210,2507.0,26.9,3.31,1163.3,36.98,720.7,15,1751.67,4198.0,2000.42,9204.5,2309.0,3.51,867.4,134.3,1872.6,15,1750.0,35763.0,2028.0,2.3,754.3,100.73,1404.45,15,1750.0,26822.25,2422.0,2.51,724.1,67.15,936.3,15,17881.5,1785.0,2.06,544.5,33.58,468.15,15
86,2,3,20,1370.0,360.0,191.8,140,271.21,5,1200,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
84,1,2,19,1650.0,430.0,297.0,180,433.72,5,490,3152.0,106.0,3.15,3526.1,208.8,17584.3,15,8842.18,8864.0,12113.01,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,8776.71,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15
83,1,4,11,220.0,70.0,30.8,140,478.71,7,770,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
85,3,1,19,640.0,170.0,102.4,160,351.48,6,700,3629.0,137.4,3.45,6232.8,216.2,36571.75,14,9185.48,9208.0,9501.3,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,9114.22,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15
85,3,2,8,450.0,120.0,103.5,230,505.25,7,1700,3629.0,137.4,3.45,6232.8,216.2,36571.75,14,9185.48,9208.0,9501.3,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,9153.66,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15,9114.22,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15
80,1,3,13,1230.0,270.0,98.4,80,474.06,6,680,7196.0,51.3,5.97,2562.3,217.0,10445.6,15,1755.0,8002.0,2978.26,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,1755.0,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15,1755.0,20703.5,4072.0,3.39,2034.8,54.25,2611.4,15,10351.75,3670.0,3.25,1979.0,258.2,9452.7,15
76,3,4,1,2110.0,540.0,189.9,90,732.14,5,690,4638.0,34.6,2.28,1861.2,87.85,1997.35,15,1755.0,4730.0,1645.98,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,1755.0,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15,1755.0,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15
84,3,4,6,2880.0,740.0,662.4,230,579.07,5,2300,2264.0,116.3,2.47,4858.1,149.7,21723.4,15,9000.91,9022.0,10411.45,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,8920.04,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15,8842.18,45966.0,2700.0,2.65,4386.9,156.6,13188.23,15,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15
78,2,1,8,550.0,140.0,44.0,80,578.67,7,530,2272.0,43.4,1.72,1179.5,64.55,2363.18,15,1755.0,8315.0,1718.9,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,1755.0,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15,1755.0,29299.5,2628.0,1.52,1284.5,142.9,3244.55,15,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15
85,1,1,13,430.0,110.0,81.7,190,476.68,8,820,3052.0,124.4,2.75,4602.1,299.4,43446.8,15,9114.22,9131.0,9459.4,47096.0,2918.0,2.29,5136.1,224.55,32585.1,15,9063.61,35322.0,2264.0,2.47,4858.1,149.7,21723.4,15,9000.91,23548.0,2859.0,2.5,6622.6,74.85,10861.7,15,11774.0,3152.0,3.15,3526.1,208.8,17584.3,15
80,3,2,6,540.0,140.0,70.2,130,759.17,7,1400,6788.0,54.2,5.41,3755.8,119.75,6228.3,15,1755.0,8001.0,3347.72,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15
80,3,2,17,1020.0,230.0,71.4,70,408.78,7,290,6788.0,54.2,5.41,3755.8,119.75,6228.3,15,1755.0,8001.0,3347.72,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,1755.0,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15,1755.0,41407.0,5275.0,4.3,2684.3,162.75,7834.2,15,31055.25,4691.0,3.53,2103.5,108.5,5222.8,15
86,2,3,19,1000.0,260.0,160.0,160,309.95,5,860,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
81,1,3,6,1910.0,420.0,152.8,80,425.62,6,1000,6713.0,56.2,6.11,3485.8,239.5,12456.6,15,1755.0,8003.0,3758.77,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,1755.0,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15,10646.75,7196.0,5.97,2562.3,217.0,10445.6,15
83,2,4,4,2120.0,470.0,508.8,240,817.74,6,1100,3157.0,92.8,3.05,3896.7,52.2,4396.08,15,8555.54,8585.0,12063.5,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15
81,2,4,2,1540.0,590.0,215.6,140,698.95,2,820,6713.0,59.1,5.65,3878.4,93.0,3937.2,14,7924.48,7994.0,4294.06,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,1755.0,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15,21293.5,5728.0,5.4,2931.4,59.88,3114.15,15
74,3,1,4,1430.0,320.0,42.9,30,477.9,6,170,2422.0,21.4,2.51,724.1,67.15,936.3,15,1750.0,3739.0,1013.4,17881.5,1785.0,2.06,544.5,33.58,468.15,15,1750.0,8940.75,1892.0,2.46,504.5,107.3,989.3,15,1750.0,34738.0,1562.0,1.51,494.6,80.48,741.98,15,26053.5,2197.0,1.67,417.7,53.65,494.65,15
81,4,3,18,1160.0,260.0,92.8,80,352.27,7,400,3713.0,66.2,3.06,5131.4,279.0,11811.6,14,7976.88,8020.0,5096.97,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,7930.66,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,7924.48,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15
75,1,4,5,2370.0,730.0,71.1,30,400.73,3,210,2309.0,24.3,3.51,867.4,134.3,1872.6,15,1750.0,4063.0,1549.44,35763.0,2028.0,2.3,754.3,100.73,1404.45,15,1750.0,26822.25,2422.0,2.51,724.1,67.15,936.3,15,1750.0,17881.5,1785.0,2.06,544.5,33.58,468.15,15,8940.75,1892.0,2.46,504.5,107.3,989.3,15
74,2,3,10,490.0,160.0,14.7,30,467.3,5,100,1785.0,19.9,2.06,544.5,33.58,468.15,15,1750.0,4527.0,897.88,8940.75,1892.0,2.46,504.5,107.3,989.3,15,1750.0,34738.0,1562.0,1.51,494.6,80.48,741.98,15,1750.0,26053.5,2197.0,1.67,417.7,53.65,494.65,15,17369.0,1818.0,1.34,356.0,26.83,247.33,15
76,3,1,12,700.0,180.0,42.0,60,488.09,6,250,4638.0,34.6,2.28,1861.2,87.85,1997.35,15,1755.0,4730.0,1645.98,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,1755.0,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15,1755.0,36818.0,2898.0,2.68,1571.1,110.93,2162.1,15,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15
75,2,2,7,920.0,290.0,46.0,50,513.26,4,190,2507.0,26.9,3.31,1163.3,36.98,720.7,15,1751.67,4198.0,2000.42,9204.5,2309.0,3.51,867.4,134.3,1872.6,15,1750.0,35763.0,2028.0,2.3,754.3,100.73,1404.45,15,1750.0,26822.25,2422.0,2.51,724.1,67.15,936.3,15,17881.5,1785.0,2.06,544.5,33.58,468.15,15
86,1,3,14,1080.0,240.0,205.2,190,343.02,6,1000,5606.0,149.1,4.09,6622.5,432.4,73143.5,14,9231.76,9286.0,9821.0,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,9185.48,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14,12065.0,3052.0,2.75,4602.1,299.4,43446.8,15
79,1,1,17,1920.0,490.0,115.2,60,411.09,4,300,3670.0,46.3,3.25,1979.0,258.2,9452.7,15,1755.0,8420.0,2206.19,40234.0,2964.0,2.67,1298.1,193.65,7089.53,15,1755.0,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15,1755.0,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15
86,2,4,20,1070.0,280.0,160.5,150,290.58,6,1500,7045.0,160.0,4.72,8245.0,98.33,17361.2,11,9254.28,9306.0,9291.0,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,9216.19,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14,24130.0,3882.0,2.45,4586.1,108.1,18285.88,14
83,4,1,4,2100.0,450.0,546.0,260,816.95,5,600,2700.0,103.0,2.65,4386.9,156.6,13188.23,15,8776.71,8799.0,13571.8,34474.5,3561.0,2.76,3819.0,104.4,8792.15,15,8699.73,22983.0,3157.0,3.05,3896.7,52.2,4396.08,15,8555.54,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15
82,2,2,15,400.0,110.0,40.0,100,428.61,8,740,2217.0,72.9,1.81,4521.3,83.7,3622.15,15,8148.33,8186.0,6703.06,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14
77,1,2,4,930.0,240.0,93.0,100,770.16,5,460,2693.0,36.2,1.55,1529.0,175.7,3994.7,15,1755.0,4930.0,1653.06,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15,1755.0,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15,1755.0,18966.5,3840.0,2.32,2211.5,43.93,998.68,15,9483.25,3321.0,2.69,1430.8,147.9,2882.8,15
74,4,1,17,970.0,250.0,9.7,10,196.07,5,100,2028.0,23.1,2.3,754.3,100.73,1404.45,15,1750.0,3875.0,1232.42,26822.25,2422.0,2.51,724.1,67.15,936.3,15,1750.0,17881.5,1785.0,2.06,544.5,33.58,468.15,15,1750.0,8940.75,1892.0,2.46,504.5,107.3,989.3,15,34738.0,1562.0,1.51,494.6,80.48,741.98,15
82,4,3,8,1300.0,290.0,247.0,190,735.11,7,1100,2734.0,81.9,2.44,3157.3,251.1,10866.45,15,8343.6,8382.0,10555.47,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,8148.33,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14
83,2,1,1,3560.0,690.0,925.6,260,885.89,7,2500,3157.0,92.8,3.05,3896.7,52.2,4396.08,15,8555.54,8585.0,12063.5,11491.5,3678.0,3.25,2790.6,334.8,14488.6,15,8364.78,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15
78,4,3,2,450.0,120.0,58.5,130,913.31,7,690,2964.0,45.6,2.67,1298.1,193.65,7089.53,15,1755.0,8690.0,1976.26,30175.5,3213.0,2.48,1563.4,129.1,4726.35,15,1755.0,20117.0,2272.0,1.72,1179.5,64.55,2363.18,15,1755.0,10058.5,1627.0,1.74,1217.5,285.8,6489.1,15,39066.0,1580.0,1.15,1149.5,214.35,4866.83,15
77,3,4,2,1540.0,400.0,154.0,100,771.33,5,700,2628.0,39.3,1.52,1284.5,142.9,3244.55,15,1755.0,5827.0,1527.55,19533.0,2374.0,0.92,1191.1,71.45,1622.28,15,1755.0,9766.5,2693.0,1.55,1529.0,175.7,3994.7,15,1755.0,37933.0,2790.0,1.28,1083.9,131.78,2996.03,15,28449.75,4638.0,2.28,1861.2,87.85,1997.35,15
81,3,4,10,300.0,80.0,33.0,110,536.64,9,670,6796.0,62.6,3.72,4730.8,186.0,7874.4,14,7930.66,8004.0,4756.68,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,7924.48,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15,1755.0,42587.0,4986.0,3.94,3663.5,179.63,9342.45,15,31940.25,6788.0,5.41,3755.8,119.75,6228.3,15
82,2,1,7,1450.0,320.0,203.0,140,600.05,7,840,2217.0,72.9,1.81,4521.3,83.7,3622.15,15,8148.33,8186.0,6703.06,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14,8002.21,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14
74,4,1,14,370.0,120.0,3.7,10,196.07,5,180,2028.0,23.1,2.3,754.3,100.73,1404.45,15,1750.0,3875.0,1232.42,26822.25,2422.0,2.51,724.1,67.15,936.3,15,1750.0,17881.5,1785.0,2.06,544.5,33.58,468.15,15,1750.0,8940.75,1892.0,2.46,504.5,107.3,989.3,15,34738.0,1562.0,1.51,494.6,80.48,741.98,15
82,1,4,7,1060.0,240.0,190.8,180,784.87,7,1100,3255.0,69.4,2.84,5146.3,372.0,15748.8,14,8002.21,8058.0,5062.76,43710.0,3713.0,3.06,5131.4,279.0,11811.6,14,7976.88,32782.5,6796.0,3.72,4730.8,186.0,7874.4,14,7930.66,21855.0,6713.0,5.65,3878.4,93.0,3937.2,14,10927.5,6713.0,6.11,3485.8,239.5,12456.6,15
75,4,4,13,700.0,220.0,63.0,90,521.86,4,220,2898.0,30.9,2.68,1571.1,110.93,2162.1,15,1755.0,4630.0,1991.43,27613.5,3302.0,3.56,1668.9,73.95,1441.4,15,1755.0,18409.0,2507.0,3.31,1163.3,36.98,720.7,15,1751.67,9204.5,2309.0,3.51,867.4,134.3,1872.6,15,35763.0,2028.0,2.3,754.3,100.73,1404.45,15
83,1,3,3,2170.0,480.0,542.5,250,854.84,6,1500,3678.0,86.2,3.25,2790.6,334.8,14488.6,15,8364.78,8393.0,11379.37,44835.0,2734.0,2.44,3157.3,251.1,10866.45,15,8343.6,33626.25,2247.0,2.04,4107.4,167.4,7244.3,15,8271.46,22417.5,2217.0,1.81,4521.3,83.7,3622.15,15,11208.75,3255.0,2.84,5146.3,372.0,15748.8,14
86,3,2,5,1700.0,380.0,493.0,290,494.51,7,1700,5909.0,177.6,6.88,8146.1,196.65,34722.4,11,9297.06,9347.0,10149.0,24786.0,7045.0,4.72,8245.0,98.33,17361.2,11,9254.28,12393.0,5606.0,4.09,6622.5,432.4,73143.5,14,9231.76,48260.0,4079.0,3.44,8758.2,324.3,54857.63,14,36195.0,3629.0,3.45,6232.8,216.2,36571.75,14
